کانسپت,برند,دسته,آیتم,قیمت (تومان)
غذای ایرانی ( اکسپرس),هانی مطهری,,کینوا 260 گرم,235000
غذای ایرانی ( اکسپرس),هانی مطهری,,افزودن ماست موسیر,180000
غذای ایرانی ( اکسپرس),هانی مطهری,,ترشی مخلوط 150 گرم,150000
غذای ایرانی ( اکسپرس),هانی مطهری,,فلفل دلمه 240گرم,150000
غذای ایرانی ( اکسپرس),هانی مطهری,,سبزیجات بدون فیله,280000
غذای ایرانی ( اکسپرس),هانی مطهری,,افزودن بشقاب سبزیجات,455000
غذای ایرانی ( اکسپرس),هانی مطهری,,سبزیجات معطر، سیب زمینی,225000
غذای ایرانی ( اکسپرس),هانی مطهری,,افزودن ماست تک نفره,40000
غذای ایرانی ( اکسپرس),هانی مطهری,,عدم موجودی ماست خیار,180000
غذای ایرانی ( اکسپرس),هانی مطهری,,افزودن زیتون پرورده,190000
غذای ایرانی ( اکسپرس),هانی مطهری,,افزودن سالاد کلم,190000
غذای ایرانی ( اکسپرس),هانی مطهری,,خاطرات شیرین گذشته است,235000
غذای ایرانی ( اکسپرس),هانی مطهری,,"235,000 تومان افزودن ژله",140000
غذای ایرانی ( اکسپرس),آریایی,,آدرس: مقدس اردبیلی نرسیده به پالادیوم پلاک 55,1280000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب ها,1280000
غذای ایرانی ( اکسپرس),آریایی,,چلو جوجه کباب با استخوان,1280000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب لقمه ویژه,890000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب وزیری,1480000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب فیله مخصوص آریایی,1980000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب لقمه درباری,950000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب لقمه درباری دورو,980000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب لقمه ممتاز فلفلی,920000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب چنجه مخصوص آریایی,1980000
غذای ایرانی ( اکسپرس),آریایی,,چلو جوجه کباب سینه,950000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب برگ مخصوص,1680000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب بختیاری,1280000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب قاجاری,1480000
غذای ایرانی ( اکسپرس),آریایی,,چلو جوجه کباب ران,950000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب همایونی,1280000
غذای ایرانی ( اکسپرس),آریایی,,چلو جوجه کباب فیله حلزونی,980000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب لقمه 150 گرمی,790000
غذای ایرانی ( اکسپرس),آریایی,,چلو جوجه کباب 230 گرمی,790000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب شاهانی,1380000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب شیشلیک شاندیز,1980000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب سلطانی,2080000
غذای ایرانی ( اکسپرس),آریایی,,چلو کباب برگ ممتاز آریایی,1980000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب با مخلفات,1280000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب برگ ممتاز آریایی,1930000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب شیشلیک شاندیز,1930000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب همایونی,1230000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب شاهانی,1330000
غذای ایرانی ( اکسپرس),آریایی,,خوراک جوجه کباب سینه,900000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب بختیاری,1230000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب وزیری,1430000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب لقمه درباری دورو,930000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب لقمه ممتاز فلفلی,870000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب لقمه ویژه,840000
غذای ایرانی ( اکسپرس),آریایی,,خوراک کباب بدون مخلفات,1280000
غذای ایرانی ( اکسپرس),آریایی,,کباب لقمه درباری دورو 3 سیخ با گوجه,2080000
غذای ایرانی ( اکسپرس),آریایی,,جوجه کباب سینه 3 سیخ با گوجه,2080000
غذای ایرانی ( اکسپرس),آریایی,,کباب لقمه درباری 2 سیخ با گوجه,1480000
غذای ایرانی ( اکسپرس),آریایی,,کباب شیشلیک شاندیز 3 سیخ با گوجه,4980000
غذای ایرانی ( اکسپرس),آریایی,,کباب لقمه ویژه 3 سیخ با گوجه,1880000
غذای ایرانی ( اکسپرس),آریایی,,کباب قاجاری 2 سیخ با گوجه,2480000
غذای ایرانی ( اکسپرس),آریایی,,جوجه کباب فیله حلزونی 2 سیخ با گوجه,1480000
غذای ایرانی ( اکسپرس),آریایی,,جوجه کباب ران 3 سیخ با گوجه,2080000
غذای ایرانی ( اکسپرس),آریایی,,کباب برگ مخصوص 3 سیخ با گوجه,4180000
غذای ایرانی ( اکسپرس),آریایی,,کباب برگ ممتاز آریایی 2 سیخ با گوجه,3280000
غذای ایرانی ( اکسپرس),آریایی,,کباب شاهانی 3 سیخ با گوجه,3280000
غذای ایرانی ( اکسپرس),آریایی,,کباب بختیاری 2 سیخ با گوجه,2080000
غذای ایرانی ( اکسپرس),آریایی,,کباب همایونی 2 سیخ با گوجه,2080000
غذای ایرانی ( اکسپرس),آریایی,,کباب چنجه مخصوص آریایی 2 سیخ با گوجه,3280000
غذای ایرانی ( اکسپرس),آریایی,,جوجه کباب با استخوان 2 سیخ با گوجه,2080000
غذای ایرانی ( اکسپرس),آریایی,,کباب لقمه ممتاز فلفلی 3 سیخ با گوجه,1980000
غذای ایرانی ( اکسپرس),آریایی,,کباب قاجاری 3 سیخ با گوجه,3480000
غذای ایرانی ( اکسپرس),آریایی,,کباب فیله مخصوص آریایی 3 سیخ با گوجه,4680000
غذای ایرانی ( اکسپرس),آریایی,,کباب شیشلیک شاندیز 2 سیخ با گوجه,3480000
غذای ایرانی ( اکسپرس),آریایی,,جوجه کباب سینه 2 سیخ با گوجه,1480000
غذای ایرانی ( اکسپرس),آریایی,,کباب فیله مخصوص آریایی 2 سیخ با گوجه,3280000
غذای ایرانی ( اکسپرس),آریایی,,کباب همایونی    3 سیخ با گوجه,2980000
غذای ایرانی ( اکسپرس),آریایی,,کباب بختیاری 3 سیخ با گوجه,2880000
غذای ایرانی ( اکسپرس),آریایی,,کباب برگ ممتاز آریایی 3 سیخ با گوجه,4680000
غذای ایرانی ( اکسپرس),آریایی,,کباب برگ مخصوص 2 سیخ با گوجه,2880000
غذای ایرانی ( اکسپرس),آریایی,,کباب لقمه ممتاز فلفلی 2 سیخ با گوجه,1380000
غذای ایرانی ( اکسپرس),آریایی,,کباب لقمه ویژه 2 سیخ با گوجه,1280000
غذای ایرانی ( اکسپرس),آریایی,,کباب شاهانی 2 سیخ با گوجه,2280000
غذای ایرانی ( اکسپرس),آریایی,,جوجه کباب ران 2 سیخ با گوجه,1480000
غذای ایرانی ( اکسپرس),آریایی,,جوجه کباب فیله حلزونی 3 سیخ با گوجه,2080000
غذای ایرانی ( اکسپرس),آریایی,,جوجه کباب با استخوان 3 سیخ با گوجه,2880000
غذای ایرانی ( اکسپرس),آریایی,,کباب لقمه درباری 3 سیخ با گوجه,2080000
غذای ایرانی ( اکسپرس),آریایی,,کباب چنجه مخصوص آریایی 3 سیخ با گوجه,4680000
غذای ایرانی ( اکسپرس),آریایی,,کباب لقمه درباری دورو 2 سیخ با گوجه,1480000
غذای ایرانی ( اکسپرس),آریایی,,چلوها,1280000
غذای ایرانی ( اکسپرس),آریایی,,مرصع پلو,750000
غذای ایرانی ( اکسپرس),آریایی,,چلوکره,300000
غذای ایرانی ( اکسپرس),آریایی,,چلو باقالی,380000
غذای ایرانی ( اکسپرس),آریایی,,چلو زرشک,380000
غذای ایرانی ( اکسپرس),آریایی,,مینی پرس,1280000
غذای ایرانی ( اکسپرس),آریایی,,مینی پرس چلو گوشت بره سس پز,1330000
غذای ایرانی ( اکسپرس),آریایی,,مینی پرس چلو گوشت بره زعفرانی,1330000
غذای ایرانی ( اکسپرس),آریایی,,مینی پرس کباب لقمه درباری,730000
غذای ایرانی ( اکسپرس),آریایی,,مینی پرس مرصع پلو با مرغ مخصوص آریایی,1180000
غذای ایرانی ( اکسپرس),آریایی,,مینی پرس کباب چنجه مخصوص آریایی,1180000
غذای ایرانی ( اکسپرس),آریایی,,مینی پرس کباب فیله مخصوص آریایی,1180000
غذای ایرانی ( اکسپرس),آریایی,,مینی پرس جوجه کباب حلزونی,730000
غذای ایرانی ( اکسپرس),آریایی,,مینی پرس مرصع پلو با گوشت بره مخصوص آریایی,1930000
غذای ایرانی ( اکسپرس),آریایی,,مینی پرس کباب شیشلیک شاندیز,1180000
غذای ایرانی ( اکسپرس),آریایی,,غذای ایرانی,1280000
غذای ایرانی ( اکسپرس),آریایی,,چلو مرغ ران,950000
غذای ایرانی ( اکسپرس),آریایی,,ترچین پلو با مرغ با روغن کرمانشاهی,980000
غذای ایرانی ( اکسپرس),آریایی,,چلو گوشت دست گوسفندی,2230000
غذای ایرانی ( اکسپرس),آریایی,,باقالی پلو با ماهیچه گوسفندی,2330000
غذای ایرانی ( اکسپرس),آریایی,,باقالی پلو با دست گوسفندی,2330000
غذای ایرانی ( اکسپرس),آریایی,,باقالی پلو با گوشت سرخ شده دست گوسفندی,2380000
غذای ایرانی ( اکسپرس),آریایی,,چلو ماهی قزل آلا سرخ شده,1280000
غذای ایرانی ( اکسپرس),آریایی,,چلو ماهی قزل آلا کبابی,1230000
غذای ایرانی ( اکسپرس),آریایی,,باقالی پلو با ماهی قزل آلاسرخ شده,1380000
غذای ایرانی ( اکسپرس),آریایی,,باقالی پلو با گوشت گردن گوسفندی,1930000
غذای ایرانی ( اکسپرس),آریایی,,ترچین پلو با گوشت گردن با روغن کرمانشاهی,1930000
غذای ایرانی ( اکسپرس),آریایی,,ترچین پلو با گوشت بره با روغن کرمانشاهی,2280000
غذای ایرانی ( اکسپرس),آریایی,,چلو گوشت گردن گوسفندی,1830000
غذای ایرانی ( اکسپرس),آریایی,,چلو گوشت سرخ شده دست گوسفندی,2280000
غذای ایرانی ( اکسپرس),آریایی,,مرصع پلو با مرغ مخصوص آریایی,1980000
غذای ایرانی ( اکسپرس),آریایی,,چلو گوشت ماهیچه گوسفندی,2230000
غذای ایرانی ( اکسپرس),آریایی,,باقالی پلو با مرغ ران,980000
غذای ایرانی ( اکسپرس),آریایی,,باقالی پلو با ماهی قزل آلا کبابی,1330000
غذای ایرانی ( اکسپرس),آریایی,,مرصع پلو با گوشت بره مخصوص آریایی,3230000
غذای ایرانی ( اکسپرس),آریایی,,زرشک پلو با مرغ ران,980000
غذای ایرانی ( اکسپرس),آریایی,,چلو گوشت سرخ شده ماهیچه گوسفندی,2280000
غذای ایرانی ( اکسپرس),آریایی,,چلو گوشت سرخ شده گردن گوسفندی,1880000
غذای ایرانی ( اکسپرس),آریایی,,باقالی پلو با گوشت سرخ شده گردن گوسفندی,1980000
غذای ایرانی ( اکسپرس),آریایی,,باقالی پلو با گوشت سرخ شده ماهیچه گوسفندی,2380000
غذای ایرانی ( اکسپرس),آریایی,,چلو خورش ها,1280000
غذای ایرانی ( اکسپرس),آریایی,,چلو خورش مرغ و بادمجان,980000
غذای ایرانی ( اکسپرس),آریایی,,خورش خالی قیمه سیب زمینی,800000
غذای ایرانی ( اکسپرس),آریایی,,خورش خالی مرغ و بادمجان,830000
غذای ایرانی ( اکسپرس),آریایی,,خورش خالی فسنجان با گوشت قلقلی,830000
غذای ایرانی ( اکسپرس),آریایی,,خورش خالی قرمه سبزی,800000
غذای ایرانی ( اکسپرس),آریایی,,چلو خورش قیمه بادمجان,980000
غذای ایرانی ( اکسپرس),آریایی,,چلو خورش فسنجان با گوشت قلقلی,980000
غذای ایرانی ( اکسپرس),آریایی,,چلو خورش فسنجان با ران مرغ,980000
غذای ایرانی ( اکسپرس),آریایی,,چلو خورش قیمه سیب زمینی,950000
غذای ایرانی ( اکسپرس),آریایی,,خورش فسنجان با ران مرغ,830000
غذای ایرانی ( اکسپرس),آریایی,,خورش خالی گوشت و بادمجان مخصوص آریایی,1330000
غذای ایرانی ( اکسپرس),آریایی,,چلو خورش قرمه سبزی,950000
غذای ایرانی ( اکسپرس),آریایی,,خورش خالی قیمه بادمجان,830000
غذای ایرانی ( اکسپرس),آریایی,,چلو خورش گوشت و بادمجان مخصوص آریایی,1480000
غذای ایرانی ( اکسپرس),آریایی,,ته چین ها,1280000
غذای ایرانی ( اکسپرس),آریایی,,ته چین با لقمه ویژه,1080000
غذای ایرانی ( اکسپرس),آریایی,,ته  چین  با گوشت دست  گوسفندی,2048000
غذای ایرانی ( اکسپرس),آریایی,,ته چین ساده,500000
غذای ایرانی ( اکسپرس),آریایی,,ته چین با ماهیچه گوسفندی,2430000
غذای ایرانی ( اکسپرس),آریایی,,ته چین با جوجه ران,1150000
غذای ایرانی ( اکسپرس),آریایی,,ته چین با جوجه سینه,1150000
غذای ایرانی ( اکسپرس),آریایی,,ته چین با لقمه درباری,1150000
غذای ایرانی ( اکسپرس),آریایی,,ته  چین  با لقمه  درباری  دورو,1180000
غذای ایرانی ( اکسپرس),آریایی,,ته چین با مرغ ران,1180000
غذای ایرانی ( اکسپرس),آریایی,,خوراک ها,1280000
غذای ایرانی ( اکسپرس),آریایی,,خوراک ماهی قزل آلا کبابی بدون مخلفات,1080000
غذای ایرانی ( اکسپرس),آریایی,,خوراک گوشت دست گوسفندی سس پز,2180000
غذای ایرانی ( اکسپرس),آریایی,,خوراک ماهی قزل آلا کبابی,1180000
غذای ایرانی ( اکسپرس),آریایی,,خوراک ران مرغ سس پز بدون مخلفات,800000
غذای ایرانی ( اکسپرس),آریایی,,خوراک گوشت گردن سس پز بدون مخلفات,1680000
غذای ایرانی ( اکسپرس),آریایی,,خوراک دست گوسفندی سس پز بدون مخلفات,2080000
غذای ایرانی ( اکسپرس),آریایی,,خوراک گوشت سرخ شده گردن بدون مخلفات,1730000
غذای ایرانی ( اکسپرس),آریایی,,خوراک گوشت سرخ شده گردن,1830000
غذای ایرانی ( اکسپرس),آریایی,,خوراک گوشت گردن سس پز,1780000
غذای ایرانی ( اکسپرس),آریایی,,خوراک گوشت سرخ شده دست گوسفندی بدون مخلفات,2080000
غذای ایرانی ( اکسپرس),آریایی,,خوراک ماهی قزل آلا سرخ شده بدون مخلفات,1130000
غذای ایرانی ( اکسپرس),آریایی,,خوراک گوشت سرخ شده ماهیچه,2180000
غذای ایرانی ( اکسپرس),آریایی,,خوراک ماهیچه سرخ شده گوسفندی بدون مخلفات,2080000
غذای ایرانی ( اکسپرس),آریایی,,خوراک گوشت ماهیچه سس پز,2180000
غذای ایرانی ( اکسپرس),آریایی,,خوراک گوشت سرخ شده دست گوسفندی,1973000
غذای ایرانی ( اکسپرس),آریایی,,خوراک ماهیچه گوسفندی سس پز بدون مخلفات,2080000
غذای ایرانی ( اکسپرس),آریایی,,دیس ها,1280000
غذای ایرانی ( اکسپرس),آریایی,,خوراک  دیس  کباب  مخصوص,6400000
غذای ایرانی ( اکسپرس),آریایی,,دیس چلو گوشت سرخ شده مخصوص,7300000
غذای ایرانی ( اکسپرس),آریایی,,خوراک دیس گوشت سرخ شده مخصوص,6400000
غذای ایرانی ( اکسپرس),آریایی,,دیس کباب میکس,4800000
غذای ایرانی ( اکسپرس),آریایی,,دیس کباب مخصوص آریایی,7300000
غذای ایرانی ( اکسپرس),آریایی,,خوراک دیس کباب خانواده,4800000
غذای ایرانی ( اکسپرس),آریایی,,خوراک دیس کباب میکس,4200000
غذای ایرانی ( اکسپرس),آریایی,,دیس کباب خانواده,5700000
غذای ایرانی ( اکسپرس),آریایی,,پیش غذا,1280000
غذای ایرانی ( اکسپرس),آریایی,,ترشی مخلوط,98000
غذای ایرانی ( اکسپرس),آریایی,,ماست خیار,128000
غذای ایرانی ( اکسپرس),آریایی,,بورانی بادمجان,128000
غذای ایرانی ( اکسپرس),آریایی,,سوپ جو دوکیلویی,948000
غذای ایرانی ( اکسپرس),آریایی,,زیتون پرورده,198000
غذای ایرانی ( اکسپرس),آریایی,,سوپ جو یک کیلویی,488000
غذای ایرانی ( اکسپرس),آریایی,,ژله,98000
غذای ایرانی ( اکسپرس),آریایی,,سالادشیرازی,128000
غذای ایرانی ( اکسپرس),آریایی,,بورانی اسفناج,128000
غذای ایرانی ( اکسپرس),آریایی,,سوپ جو دونفره,248000
غذای ایرانی ( اکسپرس),آریایی,,سالاد فصل,138000
غذای ایرانی ( اکسپرس),آریایی,,ماست چکیده موسیر,98000
غذای ایرانی ( اکسپرس),آریایی,,ماست چکیده,98000
غذای ایرانی ( اکسپرس),آریایی,,سوپ جو یکنفره,128000
غذای ایرانی ( اکسپرس),آریایی,,نوشیدنی,1280000
غذای ایرانی ( اکسپرس),آریایی,,آب معدنی 350 سی سی لایت بلو,18000
غذای ایرانی ( اکسپرس),آریایی,,ماالشعیر خانواده,103500
غذای ایرانی ( اکسپرس),آریایی,,نوشابه خانواده زیرو,96000
غذای ایرانی ( اکسپرس),آریایی,,نوشابه خانواده مشکی,96000
غذای ایرانی ( اکسپرس),آریایی,,نوشابه قوطی فانتا,71900
غذای ایرانی ( اکسپرس),آریایی,,نوشابه خانواده اسپرایت,96000
غذای ایرانی ( اکسپرس),آریایی,,نوشابه  قوطی  مشکی,71900
غذای ایرانی ( اکسپرس),آریایی,,نوشابه  قوطی زیرو,71900
غذای ایرانی ( اکسپرس),آریایی,,دوغ کوچک,64400
غذای ایرانی ( اکسپرس),آریایی,,ماالشعیر قوطی,77600
غذای ایرانی ( اکسپرس),آریایی,,دوغ خانواده,130000
غذای ایرانی ( اکسپرس),آریایی,,نوشابه قوطی اسپرایت,71900
غذای ایرانی ( اکسپرس),آریایی,,نوشابه  خانواده  فانتا,96000
غذای ایرانی ( اکسپرس),آریایی,,ظرف و بسته بندی,1280000
غذای ایرانی ( اکسپرس),آریایی,,قاشق و چنگال,11000
غذای ایرانی ( اکسپرس),آریایی,,ظرف 310 اضافی,15000
غذای ایرانی ( اکسپرس),آریایی,,سرویس دهی آنلاین,1280000
غذای ایرانی ( اکسپرس),آریایی,,آدرس رستوران,1280000
غذای ایرانی ( اکسپرس),آریایی,,سبد خرید,1280000
غذای ایرانی ( اکسپرس),طریقت,,آدرس: اقدسیه، خیابان موحد دانش، پاساژ پلاتین صاحبقرانیه، پلاک 110، واحد 110,200000
غذای ایرانی ( اکسپرس),طریقت,,سالاد,200000
غذای ایرانی ( اکسپرس),طریقت,,سالاد شیرازی,200000
غذای ایرانی ( اکسپرس),طریقت,,سالاد فصل (بیرون بر),185000
غذای ایرانی ( اکسپرس),طریقت,,سالاد فصل,290000
غذای ایرانی ( اکسپرس),طریقت,,مخلفات,200000
غذای ایرانی ( اکسپرس),طریقت,,ماست و موسیر,150000
غذای ایرانی ( اکسپرس),طریقت,,ماست و خیار,200000
غذای ایرانی ( اکسپرس),طریقت,,ماست ساده چکیده,120000
غذای ایرانی ( اکسپرس),طریقت,,گوجه اضافی (یک سیخ),300000
غذای ایرانی ( اکسپرس),طریقت,,سیب زمینی اضافه,400000
غذای ایرانی ( اکسپرس),طریقت,,سس اضافه,80000
غذای ایرانی ( اکسپرس),طریقت,,زیتون پرورده,270000
غذای ایرانی ( اکسپرس),طریقت,,بادمجان اضافه,50000
غذای ایرانی ( اکسپرس),طریقت,,نان شاطر,17500
غذای ایرانی ( اکسپرس),طریقت,,ماست تک نفره,25000
غذای ایرانی ( اکسپرس),طریقت,,ماست بادمجان,236000
غذای ایرانی ( اکسپرس),طریقت,,ماست اسفناج,210000
غذای ایرانی ( اکسپرس),طریقت,,سبزی خوردن,850000
غذای ایرانی ( اکسپرس),طریقت,,ترشی مخلوط,250000
غذای ایرانی ( اکسپرس),طریقت,,غذای ایرانی,200000
غذای ایرانی ( اکسپرس),طریقت,,لوبیا پلو,800000
غذای ایرانی ( اکسپرس),طریقت,,کته کباب,2245000
غذای ایرانی ( اکسپرس),طریقت,,شیرین پلو با مرغ,1240000
غذای ایرانی ( اکسپرس),طریقت,,شیرین پلو,550000
غذای ایرانی ( اکسپرس),طریقت,,سبزی پلو,375000
غذای ایرانی ( اکسپرس),طریقت,,زرشک پلو با مرغ,980000
غذای ایرانی ( اکسپرس),طریقت,,چلو ماهیچه,2370000
غذای ایرانی ( اکسپرس),طریقت,,چلو ماهی قزل آلا کبابی,1350000
غذای ایرانی ( اکسپرس),طریقت,,چلو ماهی قزل آلا,1350000
غذای ایرانی ( اکسپرس),طریقت,,چلو گردن,2130000
غذای ایرانی ( اکسپرس),طریقت,,چلو کره,350000
غذای ایرانی ( اکسپرس),طریقت,,چلو کباب سلطانی,3170000
غذای ایرانی ( اکسپرس),طریقت,,چلو کباب برگ,2300000
غذای ایرانی ( اکسپرس),طریقت,,چلو خورشت مسما بادمجان,1100000
غذای ایرانی ( اکسپرس),طریقت,,چلو خورشت کرفس,980000
غذای ایرانی ( اکسپرس),طریقت,,چلو خورشت قیمه نثار,1380000
غذای ایرانی ( اکسپرس),طریقت,,چلو خورشت قیمه سیب زمینی,980000
غذای ایرانی ( اکسپرس),طریقت,,چلو خورشت قیمه بادمجان,980000
غذای ایرانی ( اکسپرس),طریقت,,چلو خورشت قرمه سبزی,980000
غذای ایرانی ( اکسپرس),طریقت,,چلو خورشت فسنجان با مرغ,1160000
غذای ایرانی ( اکسپرس),طریقت,,چلو خورشت فسنجان با گوشت,1200000
غذای ایرانی ( اکسپرس),طریقت,,چلو خورشت آلو اسفناج,1110000
غذای ایرانی ( اکسپرس),طریقت,,چلو جوجه سینه,1090000
غذای ایرانی ( اکسپرس),طریقت,,چلو جوجه  ران,1090000
غذای ایرانی ( اکسپرس),طریقت,,ته چین مرغ,1200000
غذای ایرانی ( اکسپرس),طریقت,,ته چین,550000
غذای ایرانی ( اکسپرس),طریقت,,باقالی پلو با مرغ,1100000
غذای ایرانی ( اکسپرس),طریقت,,باقالی پلو با ماهیچه,2280000
غذای ایرانی ( اکسپرس),طریقت,,باقالی پلو با ماهی,1370000
غذای ایرانی ( اکسپرس),طریقت,,باقالی پلو با گردن,2185000
غذای ایرانی ( اکسپرس),طریقت,,باقالی پلو,400000
غذای ایرانی ( اکسپرس),طریقت,,آلبالو پلو با مرغ,1200000
غذای ایرانی ( اکسپرس),طریقت,,آلبالو پلو با ماهیچه,2290000
غذای ایرانی ( اکسپرس),طریقت,,آلبالو پلو با گردن,2250000
غذای ایرانی ( اکسپرس),طریقت,,آلبالو پلو,600000
غذای ایرانی ( اکسپرس),طریقت,,چلو خورشت بامیه,1130000
غذای ایرانی ( اکسپرس),طریقت,,باقالی پلو با زبان,1500000
غذای ایرانی ( اکسپرس),طریقت,,ماکارانی دیگی,800000
غذای ایرانی ( اکسپرس),طریقت,,عدس پلو,800000
غذای ایرانی ( اکسپرس),طریقت,,سبزی پلو با ماهی,1375000
غذای ایرانی ( اکسپرس),طریقت,,چلو کباب درباری,1270000
غذای ایرانی ( اکسپرس),طریقت,,ظرف,200000
غذای ایرانی ( اکسپرس),طریقت,,کاتلری طریقت,100000
غذای ایرانی ( اکسپرس),طریقت,,ظرف پیرکس کوچک,90000
غذای ایرانی ( اکسپرس),طریقت,,ظرف پیرکس بزرگ,800000
غذای ایرانی ( اکسپرس),طریقت,,پک بسته بندی,287500
غذای ایرانی ( اکسپرس),طریقت,,نوشیدنی,200000
غذای ایرانی ( اکسپرس),طریقت,,نوشابه کوکاکولا خانواده,94827
غذای ایرانی ( اکسپرس),طریقت,,نوشابه قوطی کوکاکولا,71896
غذای ایرانی ( اکسپرس),طریقت,,نوشابه قوطی کوکاکولا زیرو,55517
غذای ایرانی ( اکسپرس),طریقت,,نوشابه قوطی فانتا,55517
غذای ایرانی ( اکسپرس),طریقت,,نوشابه فانتا خانواده,94827
غذای ایرانی ( اکسپرس),طریقت,,نوشابه اسپرایت قوطی,55517
غذای ایرانی ( اکسپرس),طریقت,,نوشابه اسپرایت خانواده,94827
غذای ایرانی ( اکسپرس),طریقت,,دوغ کوچک طریقت,50000
غذای ایرانی ( اکسپرس),طریقت,,دلستر لیمویی قوطی,60258
غذای ایرانی ( اکسپرس),طریقت,,دلستر کلاسیک قوطی,60258
غذای ایرانی ( اکسپرس),طریقت,,دلستر استوایی قوطی,60258
غذای ایرانی ( اکسپرس),طریقت,,آب معدنی کوچک,18181
غذای ایرانی ( اکسپرس),طریقت,,خوراک,200000
غذای ایرانی ( اکسپرس),طریقت,,ماهی قزل آلا,1000000
غذای ایرانی ( اکسپرس),طریقت,,کوفته,780000
غذای ایرانی ( اکسپرس),طریقت,,خورشت مسما بادمجان,750000
غذای ایرانی ( اکسپرس),طریقت,,خورشت کرفس,630000
غذای ایرانی ( اکسپرس),طریقت,,خورشت قیمه سیب زمینی,630000
غذای ایرانی ( اکسپرس),طریقت,,خورشت قیمه بادمجان,630000
غذای ایرانی ( اکسپرس),طریقت,,خورشت قرمه سبزی,630000
غذای ایرانی ( اکسپرس),طریقت,,خورشت فسنجان با مرغ,810000
غذای ایرانی ( اکسپرس),طریقت,,خورشت فسنجان با گوشت,860000
غذای ایرانی ( اکسپرس),طریقت,,خوراک مرغ,690000
غذای ایرانی ( اکسپرس),طریقت,,خوراک ماهیچه,2020000
غذای ایرانی ( اکسپرس),طریقت,,خوراک گردن,1790000
غذای ایرانی ( اکسپرس),طریقت,,خوراک کباب شیشلیک,2360000
غذای ایرانی ( اکسپرس),طریقت,,خوراک کباب سلطانی,2850000
غذای ایرانی ( اکسپرس),طریقت,,خوراک کباب چنجه,1950000
غذای ایرانی ( اکسپرس),طریقت,,خوراک کباب ترش,2050000
غذای ایرانی ( اکسپرس),طریقت,,خوراک کباب برگ,1950000
غذای ایرانی ( اکسپرس),طریقت,,خوراک جوجه سینه,850000
غذای ایرانی ( اکسپرس),طریقت,,خوراک جوجه ران,850000
غذای ایرانی ( اکسپرس),طریقت,,خوراک جوجه ترش,1050000
غذای ایرانی ( اکسپرس),طریقت,,خوراک جوجه با استخوان,980000
غذای ایرانی ( اکسپرس),طریقت,,خوراک درباری,920000
غذای ایرانی ( اکسپرس),طریقت,,ماهی قزل آلا کبابی,1000000
غذای ایرانی ( اکسپرس),طریقت,,خوراک زبان,1100000
غذای ایرانی ( اکسپرس),طریقت,,خورشت بامیه,770000
غذای ایرانی ( اکسپرس),طریقت,,خورشت مرغ و به,720000
غذای ایرانی ( اکسپرس),طریقت,,خورشت آلو اسفناج,750000
غذای ایرانی ( اکسپرس),طریقت,,خوراک دنده کباب شاهپسند,2360000
غذای ایرانی ( اکسپرس),طریقت,,پیش غذا,200000
غذای ایرانی ( اکسپرس),طریقت,,میرزا قاسمی,400000
غذای ایرانی ( اکسپرس),طریقت,,کشک بادمجان,400000
غذای ایرانی ( اکسپرس),طریقت,,سوپ ورمیشل,310000
غذای ایرانی ( اکسپرس),طریقت,,سوپ جو,350000
غذای ایرانی ( اکسپرس),طریقت,,سیب زمینی سرخ کرده (پرسی),400000
غذای ایرانی ( اکسپرس),طریقت,,شله زرد,260000
غذای ایرانی ( اکسپرس),طریقت,,دلمه برگ مو ( عدد ),126500
غذای ایرانی ( اکسپرس),طریقت,,دلمه برگ مو ( پرسی ),633000
غذای ایرانی ( اکسپرس),طریقت,,دلمه برگ کلم ( عدد ),125000
غذای ایرانی ( اکسپرس),طریقت,,دلمه برگ کلم ( پرس),635000
غذای ایرانی ( اکسپرس),طریقت,,آش رشته,270000
غذای ایرانی ( اکسپرس),طریقت,,حلیم بادمجان,420000
